id,file,line,event,label,flow,handler,isCancelCta,isNoop,blocker
190,apps/empire_flutter/app/lib/modules/educator/educator_learner_supports_page.dart,372,onPressed,Close,callback/action,() {,True,False,none
191,apps/empire_flutter/app/lib/modules/educator/educator_learner_supports_page.dart,405,onPressed,Cancel,cancel/close,() => Navigator.pop(dialogContext),True,False,none
192,apps/empire_flutter/app/lib/modules/educator/educator_learner_supports_page.dart,409,onPressed,Cancel,callback/action,() {,True,False,none
193,apps/empire_flutter/app/lib/modules/educator/educator_integrations_page.dart,184,onPressed,Sync Now,callback/action,() {,False,False,none
194,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,75,onTap,,callback/action,() => _openSessionDetail(sessions[index]),False,False,none
195,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,89,onPressed,New Session,callback/action,_createNewSession,False,False,none
196,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,180,onTap,,callback/action,() => setState(() => _filterStatus = 'all'),False,False,none
197,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,187,onTap,,callback/action,() => setState(() => _filterStatus = 'future_skills'),False,False,none
198,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,194,onTap,,callback/action,() => setState(() => _filterStatus = 'leadership'),False,False,none
199,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,201,onTap,,callback/action,() => setState(() => _filterStatus = 'impact'),False,False,none
200,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,355,onPressed,Cancel,cancel/close,_isSubmitting ? null : () => Navigator.pop(context),True,False,none
201,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,359,onPressed,Cancel,callback/action,_isSubmitting ? null : _submit,True,False,none
202,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,387,onTap,,callback/action,onTap,False,False,none
203,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,545,onTap,,callback/action,onTap,False,False,none
204,apps/empire_flutter/app/lib/modules/educator/educator_sessions_page.dart,629,onPressed,View Full Details,cancel/close,() => Navigator.pop(context),True,False,none
205,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,59,onTap,,callback/action,() => _openClassDetail(service.todayClasses[index]),False,False,none
206,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,189,onTap,,navigate,() => context.push('/educator/attendance'),False,False,none
207,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,198,onTap,,callback/action,_showReviewMissionsDialog,False,False,none
208,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,207,onTap,,navigate,() => context.push('/messages'),False,False,none
209,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,312,onPressed,,navigate,() => context.push('/educator/attendance'),False,False,none
210,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,353,onPressed,Week View,callback/action,_showWeekViewSummary,False,False,none
211,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,384,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
212,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,401,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
213,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,405,onPressed,Close,callback/action,() {,True,False,none
214,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,503,onTap,,callback/action,onTap,False,False,none
215,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,562,onTap,,callback/action,onTap,False,False,none
216,apps/empire_flutter/app/lib/modules/educator/educator_today_page.dart,757,onPressed,,callback/action,() {,False,False,none
217,apps/empire_flutter/app/lib/modules/educator/educator_mission_plans_page.dart,84,onPressed,New Mission,callback/action,() => _showFilterDialog(),False,False,none
218,apps/empire_flutter/app/lib/modules/educator/educator_mission_plans_page.dart,89,onPressed,New Mission,callback/action,() => _showCreateMissionDialog(),False,False,none
219,apps/empire_flutter/app/lib/modules/educator/educator_mission_plans_page.dart,110,onTap,,callback/action,() => _showMissionDetails(plan),False,False,none
220,apps/empire_flutter/app/lib/modules/educator/educator_mission_plans_page.dart,269,onPressed,Close,cancel/close,() => Navigator.pop(context),True,False,none
221,apps/empire_flutter/app/lib/modules/educator/educator_mission_plans_page.dart,324,onPressed,Edit,cancel/close,() => Navigator.pop(context),True,False,none
222,apps/empire_flutter/app/lib/modules/educator/educator_mission_plans_page.dart,331,onPressed,Edit,callback/action,() {,False,False,none
223,apps/empire_flutter/app/lib/modules/educator/educator_mission_plans_page.dart,392,onPressed,Cancel,callback/action,() {,True,False,none
224,apps/empire_flutter/app/lib/modules/educator/educator_mission_plans_page.dart,398,onPressed,Cancel,callback/action,() {,True,False,none
225,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,70,onTap,,callback/action,() => _openReviewSheet(submissions[index]),False,False,none
226,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,146,onTap,,callback/action,() => setState(() => _filterStatus = 'pending'),False,False,none
227,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,152,onTap,,callback/action,() => setState(() => _filterStatus = 'reviewed'),False,False,none
228,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,159,onTap,,callback/action,() => setState(() => _filterStatus = 'revision'),False,False,none
229,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,166,onTap,,callback/action,() => setState(() => _filterStatus = 'approved'),False,False,none
230,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,266,onTap,,callback/action,onTap,False,False,none
231,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,449,onTap,,callback/action,onTap,False,False,none
232,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,655,onTap,,callback/action,() => setState(() => _rating = index + 1),False,False,none
233,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,695,onPressed,,callback/action,() {,False,False,none
234,apps/empire_flutter/app/lib/modules/educator/educator_mission_review_page.dart,718,onPressed,Request Revision,callback/action,() {,False,False,none
235,apps/empire_flutter/app/lib/modules/learner/learner_portfolio_page.dart,64,onPressed,Share,callback/action,_sharePortfolio,False,False,none
236,apps/empire_flutter/app/lib/modules/learner/learner_portfolio_page.dart,115,onPressed,,callback/action,_editProfile,False,False,none
237,apps/empire_flutter/app/lib/modules/learner/learner_portfolio_page.dart,534,onPressed,Cancel,cancel/close,() => Navigator.pop(dialogContext),True,False,none
238,apps/empire_flutter/app/lib/modules/learner/learner_portfolio_page.dart,538,onPressed,Cancel,callback/action,() {,True,False,none
239,apps/empire_flutter/app/lib/modules/learner/learner_portfolio_page.dart,562,onPressed,Cancel,cancel/close,() => Navigator.pop(dialogContext),True,False,none
240,apps/empire_flutter/app/lib/modules/learner/learner_portfolio_page.dart,566,onPressed,Cancel,callback/action,() {,True,False,none
241,apps/empire_flutter/app/lib/modules/learner/learner_today_page.dart,99,onPressed,,navigate,() => context.push('/messages'),False,False,none
242,apps/empire_flutter/app/lib/modules/learner/learner_today_page.dart,258,onTap,,navigate,() => context.push('/learner/habits'),False,False,none
243,apps/empire_flutter/app/lib/modules/learner/learner_today_page.dart,267,onTap,,navigate,() => context.push('/learner/missions'),False,False,none
244,apps/empire_flutter/app/lib/modules/learner/learner_today_page.dart,276,onTap,,navigate,() => context.push('/messages'),False,False,none
245,apps/empire_flutter/app/lib/modules/learner/learner_today_page.dart,306,onPressed,,navigate,() => context.push('/learner/habits'),False,False,none
246,apps/empire_flutter/app/lib/modules/learner/learner_today_page.dart,345,onPressed,,navigate,() => context.push('/learner/missions'),False,False,none
247,apps/empire_flutter/app/lib/modules/learner/learner_today_page.dart,483,onTap,,callback/action,onTap,False,False,none
248,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,55,onPressed,,callback/action,() => context.pop(),False,False,none
249,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,68,onPressed,,callback/action,() => _showEditProfileDialog(context,False,False,none
250,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,185,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
251,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,195,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
252,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,205,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
253,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,215,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
254,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,225,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
255,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,255,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
256,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,264,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
257,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,273,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
258,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,283,onTap,,callback/action,() => _showFeatureDialog(,False,False,none
259,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,300,onPressed,Sign Out,callback/action,() async {,False,False,none
260,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,308,onPressed,Cancel,cancel/close,() => Navigator.pop(context,True,False,none
261,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,312,onPressed,Cancel,cancel/close,() => Navigator.pop(context,True,False,none
262,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,369,onPressed,Cancel,cancel/close,() => Navigator.pop(dialogContext),True,False,none
263,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,373,onPressed,Cancel,callback/action,() {,True,False,none
264,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,404,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
265,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,408,onPressed,Close,callback/action,() {,True,False,none
266,apps/empire_flutter/app/lib/modules/profile/profile_page.dart,445,onTap,,callback/action,onTap,False,False,none
267,apps/empire_flutter/app/lib/modules/parent/parent_summary_page.dart,116,onPressed,,callback/action,() => service.loadParentData(),False,False,none
268,apps/empire_flutter/app/lib/modules/parent/parent_summary_page.dart,137,onTap,,callback/action,() => setState(() => _selectedLearnerIndex = index),False,False,none
269,apps/empire_flutter/app/lib/modules/parent/parent_summary_page.dart,376,onPressed,,callback/action,() => _showAllActivities(learner),False,False,none
270,apps/empire_flutter/app/lib/modules/parent/parent_schedule_page.dart,98,onTap,,callback/action,() => setState(() => _viewMode = 'day'),False,False,none
271,apps/empire_flutter/app/lib/modules/parent/parent_schedule_page.dart,103,onTap,,callback/action,() => setState(() => _viewMode = 'week'),False,False,none
272,apps/empire_flutter/app/lib/modules/parent/parent_schedule_page.dart,108,onTap,,callback/action,() => setState(() => _viewMode = 'month'),False,False,none
273,apps/empire_flutter/app/lib/modules/parent/parent_schedule_page.dart,172,onTap,,callback/action,() => setState(() => _selectedDate = date),False,False,none
274,apps/empire_flutter/app/lib/modules/parent/parent_schedule_page.dart,265,onPressed,Details,callback/action,_showNextSessionDetails,False,False,none
275,apps/empire_flutter/app/lib/modules/parent/parent_schedule_page.dart,339,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
276,apps/empire_flutter/app/lib/modules/parent/parent_schedule_page.dart,343,onPressed,Close,callback/action,() {,True,False,none
277,apps/empire_flutter/app/lib/modules/parent/parent_schedule_page.dart,503,onTap,,callback/action,onTap,False,False,none
278,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,109,onPressed,,callback/action,_downloadStatements,False,False,none
279,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,497,onPressed,Update,callback/action,_updatePaymentMethod,False,False,none
280,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,507,onPressed,,callback/action,_managePlan,False,False,none
281,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,561,onPressed,Cancel,cancel/close,() => Navigator.pop(dialogContext),True,False,none
282,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,565,onPressed,Cancel,callback/action,() {,True,False,none
283,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,591,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
284,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,595,onPressed,Close,callback/action,() {,True,False,none
285,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,750,onPressed,View,callback/action,onView,False,False,none
286,apps/empire_flutter/app/lib/modules/parent/parent_billing_page.dart,760,onPressed,View,callback/action,onPay,False,False,none
287,apps/empire_flutter/app/lib/modules/parent/parent_portfolio_page.dart,129,onTap,,callback/action,() => _showItemDetails(item),False,False,none
288,apps/empire_flutter/app/lib/modules/parent/parent_portfolio_page.dart,280,onPressed,Share,callback/action,() {,False,False,none
289,apps/empire_flutter/app/lib/modules/parent/parent_portfolio_page.dart,293,onPressed,Share,cancel/close,() => Navigator.pop(context),True,False,none
290,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,111,onPressed,New Session,callback/action,_createNewSession,False,False,none
291,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,181,onTap,,callback/action,() => setState(() => _viewMode = 'day'),False,False,none
292,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,188,onTap,,callback/action,() => setState(() => _viewMode = 'week'),False,False,none
293,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,195,onTap,,callback/action,() => setState(() => _viewMode = 'month'),False,False,none
294,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,216,onPressed,,callback/action,() {,False,False,none
295,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,232,onTap,,callback/action,() => setState(() => _selectedDate = date),False,False,none
296,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,277,onPressed,,callback/action,() {,False,False,none
297,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,300,onPressed,Filter,callback/action,_showFilterSheet,False,False,none
298,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,416,onTap,,callback/action,onTap,False,False,none
299,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,668,onTap,,callback/action,() => setState(() => _selectedPillar = 'Future Skills'),False,False,none
300,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,675,onTap,,callback/action,() => setState(() => _selectedPillar = 'Leadership'),False,False,none
301,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,682,onTap,,callback/action,() => setState(() => _selectedPillar = 'Impact'),False,False,none
302,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,765,onPressed,,callback/action,() {,False,False,none
303,apps/empire_flutter/app/lib/modules/site/site_sessions_page.dart,831,onTap,,callback/action,onTap,False,False,none
304,apps/empire_flutter/app/lib/modules/site/site_ops_page.dart,204,onTap,,callback/action,() {,False,False,none
305,apps/empire_flutter/app/lib/modules/site/site_identity_page.dart,193,onPressed,Ignore,callback/action,() => _handleIgnore(match),False,False,none
306,apps/empire_flutter/app/lib/modules/site/site_identity_page.dart,203,onPressed,Ignore,callback/action,() => _handleApprove(match),False,False,none
307,apps/empire_flutter/app/lib/modules/site/site_incidents_page.dart,102,onPressed,Report Incident,callback/action,() => _showCreateIncidentDialog(),False,False,none
308,apps/empire_flutter/app/lib/modules/site/site_incidents_page.dart,161,onTap,,callback/action,() => _showIncidentDetails(incident),False,False,none
309,apps/empire_flutter/app/lib/modules/site/site_incidents_page.dart,295,onPressed,Close,cancel/close,() => Navigator.pop(context),True,False,none
310,apps/empire_flutter/app/lib/modules/site/site_incidents_page.dart,302,onPressed,Close,callback/action,() {,True,False,none
311,apps/empire_flutter/app/lib/modules/site/site_incidents_page.dart,320,onPressed,Close,cancel/close,() => Navigator.pop(context),True,False,none
312,apps/empire_flutter/app/lib/modules/site/site_incidents_page.dart,380,onPressed,Cancel,cancel/close,() => Navigator.pop(context),True,False,none
313,apps/empire_flutter/app/lib/modules/site/site_incidents_page.dart,384,onPressed,Cancel,callback/action,() {,True,False,none
314,apps/empire_flutter/app/lib/modules/site/site_integrations_health_page.dart,58,onPressed,Integrations Health,callback/action,() {,False,False,none
315,apps/empire_flutter/app/lib/modules/site/site_integrations_health_page.dart,187,onPressed,,callback/action,() => _showIntegrationOptions(integration),False,False,none
316,apps/empire_flutter/app/lib/modules/site/site_integrations_health_page.dart,209,onPressed,Connect,callback/action,() {,False,False,none
317,apps/empire_flutter/app/lib/modules/site/site_integrations_health_page.dart,298,onTap,Force Sync,callback/action,() {,False,False,none
318,apps/empire_flutter/app/lib/modules/site/site_integrations_health_page.dart,308,onTap,Retry Failed,callback/action,() {,False,False,none
319,apps/empire_flutter/app/lib/modules/site/site_integrations_health_page.dart,318,onTap,Settings,callback/action,() {,False,False,none
320,apps/empire_flutter/app/lib/modules/site/site_integrations_health_page.dart,325,onTap,,callback/action,() {,False,False,none
321,apps/empire_flutter/app/lib/modules/site/site_billing_page.dart,114,onPressed,Manage Plan,callback/action,() => _showManagePlanDialog(context),False,False,none
322,apps/empire_flutter/app/lib/modules/site/site_billing_page.dart,217,onPressed,View All,callback/action,() => _showAllInvoices(context),False,False,none
323,apps/empire_flutter/app/lib/modules/site/site_billing_page.dart,286,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
324,apps/empire_flutter/app/lib/modules/site/site_billing_page.dart,290,onPressed,Close,callback/action,() {,True,False,none
325,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,110,onPressed,,callback/action,_exportReport,False,False,none
326,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,134,onTap,,callback/action,() => setState(() => _selectedPeriod = 'today'),False,False,none
327,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,140,onTap,,callback/action,() => setState(() => _selectedPeriod = 'week'),False,False,none
328,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,146,onTap,,callback/action,() => setState(() => _selectedPeriod = 'month'),False,False,none
329,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,152,onTap,,callback/action,() => setState(() => _selectedPeriod = 'term'),False,False,none
330,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,348,onPressed,View All,callback/action,_showAllRecentActivity,False,False,none
331,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,378,onPressed,Cancel,cancel/close,() => Navigator.pop(dialogContext),True,False,none
332,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,382,onPressed,Cancel,callback/action,() {,True,False,none
333,apps/empire_flutter/app/lib/modules/site/site_dashboard_page.dart,462,onTap,,callback/action,onTap,False,False,none
334,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,109,onPressed,Refresh,callback/action,() => context.read<CheckinService>().loadTodayData(),False,False,none
335,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,196,onPressed,,callback/action,() {,False,False,none
336,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,216,onTap,,callback/action,() => service.setStatusFilter(null),False,False,none
337,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,221,onTap,,callback/action,() => service.setStatusFilter(CheckStatus.checkedIn),False,False,none
338,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,227,onTap,,callback/action,() => service.setStatusFilter(CheckStatus.late),False,False,none
339,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,233,onTap,,callback/action,() => service.setStatusFilter(CheckStatus.checkedOut),False,False,none
340,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,363,onPressed,Scan QR,callback/action,() => _showQrScanDialog(),False,False,none
341,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,398,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
342,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,402,onPressed,Close,callback/action,() {,True,False,none
343,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,419,onPressed,Use Camera,callback/action,() {,False,False,none
344,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,510,onTap,,callback/action,onTap,False,False,none
345,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,678,onTap,,callback/action,onCheckIn,False,False,none
346,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,687,onTap,,callback/action,onCheckOut,False,False,none
347,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,694,onPressed,Authorized pickups,callback/action,() => _showAuthorizedPickups(context),False,False,none
348,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,782,onPressed,,callback/action,() {,False,False,none
349,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,820,onTap,,callback/action,onTap,False,False,none
350,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,1076,onTap,,callback/action,() => setState(() => _selectedPickup = pickup),False,False,none
351,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,1103,onPressed,,callback/action,_isLoading || _selectedPickup == null,False,False,none
352,apps/empire_flutter/app/lib/modules/checkin/checkin_page.dart,1199,onTap,,callback/action,onTap,False,False,none
353,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,165,onTap,,callback/action,() => _showSectionPreview(,False,False,none
354,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,173,onTap,,callback/action,() => _showSectionPreview(,False,False,none
355,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,181,onTap,,callback/action,() => _showSectionPreview(,False,False,none
356,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,190,onPressed,,navigate,() => context.go('/login'),False,False,none
357,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,301,onPressed,Sign In,navigate,() => context.go('/login'),False,False,none
358,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,318,onPressed,Watch Demo,callback/action,() => _showDemoDialog(context),False,False,none
359,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,353,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
360,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,357,onPressed,Close,callback/action,() {,True,False,none
361,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,376,onPressed,Close,cancel/close,() => Navigator.pop(dialogContext),True,False,none
362,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,813,onPressed,,navigate,() => context.go('/login'),False,False,none
363,apps/empire_flutter/app/lib/ui/landing/landing_page.dart,876,onTap,,callback/action,onTap,False,False,none
364,apps/empire_flutter/app/lib/ui/auth/login_page.dart,195,onPressed,,cancel/close,sending ? null : () => Navigator.pop(ctx,True,False,none
365,apps/empire_flutter/app/lib/ui/auth/login_page.dart,199,onPressed,,callback/action,sending,False,False,none
366,apps/empire_flutter/app/lib/ui/auth/login_page.dart,479,onPressed,,callback/action,() {,False,False,none
367,apps/empire_flutter/app/lib/ui/auth/login_page.dart,502,onPressed,,callback/action,_showForgotPasswordDialog,False,False,none
368,apps/empire_flutter/app/lib/ui/auth/login_page.dart,513,onPressed,,callback/action,_isLoading ? null : _handleLogin,False,False,none
369,apps/empire_flutter/app/lib/ui/auth/login_page.dart,573,onPressed,,callback/action,_isLoading ? null : _handleGoogleSignIn,False,False,none
370,apps/empire_flutter/app/lib/ui/auth/login_page.dart,592,onPressed,,callback/action,_isLoading ? null : _handleMicrosoftSignIn,False,False,none
371,apps/empire_flutter/app/lib/ui/common/error_state.dart,45,onPressed,Retry,callback/action,onRetry,False,False,none
372,apps/empire_flutter/app/lib/ui/error/fatal_error_screen.dart,48,onPressed,Try Again,callback/action,onRetry,False,False,none
373,apps/empire_flutter/app/lib/ui/widgets/learner_widgets.dart,103,onTap,,callback/action,onTap,False,False,none
374,apps/empire_flutter/app/lib/ui/widgets/learner_widgets.dart,242,onPressed,,callback/action,onContinue,False,False,none
375,apps/empire_flutter/app/lib/ui/widgets/learner_widgets.dart,336,onTap,,callback/action,onTap,False,False,none
376,apps/empire_flutter/app/lib/ui/widgets/learner_widgets.dart,414,onTap,,callback/action,onTap,False,False,none
377,apps/empire_flutter/app/lib/ui/widgets/learner_widgets.dart,462,onPressed,,callback/action,onComplete,False,False,none
378,apps/empire_flutter/app/lib/ui/widgets/learner_widgets.dart,618,onTap,,callback/action,onTap,False,False,none
379,apps/empire_flutter/app/lib/ui/widgets/learner_widgets.dart,747,onTap,,callback/action,onTap,False,False,none
380,apps/empire_flutter/app/lib/ui/widgets/cards.dart,36,onTap,,callback/action,onTap,False,False,none
381,apps/empire_flutter/app/lib/ui/widgets/cards.dart,190,onTap,,callback/action,onTap,False,False,none
382,apps/empire_flutter/app/lib/ui/widgets/cards.dart,348,onTap,,callback/action,onTap,False,False,none
383,apps/empire_flutter/app/lib/ui/widgets/cards.dart,611,onTap,,callback/action,onTap,False,False,none
